,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_coef0,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,precision_score,recall_score
10,0.005414056777954102,0.0001808764966279138,0.002586078643798828,5.42150218795647e-05,0.1,balanced,3.0,1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 3.0, 'gamma': 1}",0.8235294117647058,0.7777777777777778,0.6111111111111112,0.7222222222222222,0.6666666666666666,0.7202614379084967,0.07584516042028056,59,0.42857142857142855,1.0
11,0.0060387134552001955,0.00015222830423874134,0.003057718276977539,0.00018959017826497757,0.1,balanced,3.0,0.1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 3.0, 'gamma': 0.1}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
12,0.007325410842895508,0.002178453402207912,0.0032065391540527345,0.0005073385218130259,0.1,balanced,3.0,0.01,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 3.0, 'gamma': 0.01}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
13,0.007016992568969727,0.0012419364309220764,0.00404210090637207,0.0015135168679484645,0.1,balanced,3.0,0.001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 3.0, 'gamma': 0.001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
14,0.006084966659545899,0.0001255506351774439,0.002959871292114258,0.00018479950641970788,0.1,balanced,3.0,0.0001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 3.0, 'gamma': 0.0001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
15,0.005461835861206054,0.0003936581886795076,0.002731132507324219,0.00022695502229780692,0.1,balanced,4.5,1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 4.5, 'gamma': 1}",0.8823529411764706,0.6666666666666666,0.4444444444444444,0.7777777777777778,0.9444444444444444,0.7431372549019608,0.17673183277245094,45,0.42857142857142855,1.0
16,0.006041812896728516,0.00014635921386321797,0.0029520034790039063,0.00020523126683639017,0.1,balanced,4.5,0.1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 4.5, 'gamma': 0.1}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
17,0.006295251846313477,0.0001471554854011473,0.00317234992980957,0.00019024233406768551,0.1,balanced,4.5,0.01,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 4.5, 'gamma': 0.01}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
18,0.006163930892944336,0.00014846917413651167,0.0030293941497802736,0.00016329047416693257,0.1,balanced,4.5,0.001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 4.5, 'gamma': 0.001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
19,0.006180429458618164,0.00015626031522117498,0.0030213356018066405,0.00016029337654209911,0.1,balanced,4.5,0.0001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 4.5, 'gamma': 0.0001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
20,0.005985069274902344,0.0002022301973327979,0.002845907211303711,0.00011768729405974399,0.1,balanced,6.0,1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 6.0, 'gamma': 1}",1.0,0.3888888888888889,0.3888888888888889,0.3888888888888889,1.0,0.6333333333333333,0.29938207967349956,95,0.42857142857142855,1.0
21,0.006290721893310547,0.00020716439346720554,0.003295755386352539,0.0002197083078192465,0.1,balanced,6.0,0.1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 6.0, 'gamma': 0.1}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
22,0.006545877456665039,0.0008443864064472827,0.002970314025878906,0.00013579269097777663,0.1,balanced,6.0,0.01,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 6.0, 'gamma': 0.01}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
23,0.006857872009277344,0.001411203948154479,0.002963733673095703,0.00017003423356438713,0.1,balanced,6.0,0.001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 6.0, 'gamma': 0.001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
24,0.0059528350830078125,0.00021598970582099034,0.00292816162109375,0.00021349041729936853,0.1,balanced,6.0,0.0001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 6.0, 'gamma': 0.0001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
25,0.0065634727478027345,0.00031368925169106114,0.0030016422271728514,0.00016395852750802667,0.1,balanced,7.5,1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 7.5, 'gamma': 1}",1.0,0.5,0.3333333333333333,0.3888888888888889,1.0,0.6444444444444445,0.29522956123525385,92,0.42857142857142855,1.0
26,0.006024789810180664,0.00013604134874817177,0.0029096603393554688,0.0001486836065865502,0.1,balanced,7.5,0.1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 7.5, 'gamma': 0.1}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
27,0.006161737442016602,0.00013496895768016497,0.0030770301818847656,0.00011238354850266332,0.1,balanced,7.5,0.01,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 7.5, 'gamma': 0.01}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
28,0.006576633453369141,0.0012992944478426728,0.0035289764404296876,0.0012035026466046814,0.1,balanced,7.5,0.001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 7.5, 'gamma': 0.001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
29,0.005901956558227539,0.00015173162174834224,0.0030620574951171877,0.00036200971444099334,0.1,balanced,7.5,0.0001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 7.5, 'gamma': 0.0001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
30,0.00652923583984375,0.0004067195839147095,0.003267526626586914,0.0004278300596653707,0.1,balanced,9.0,1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 9.0, 'gamma': 1}",1.0,0.3888888888888889,0.16666666666666666,0.5,0.9444444444444444,0.6,0.3227964232518656,120,0.42857142857142855,1.0
31,0.00652918815612793,0.0003377114332596433,0.0030246257781982424,0.0001957699305731481,0.1,balanced,9.0,0.1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 9.0, 'gamma': 0.1}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
32,0.006659889221191406,0.00035110989036946593,0.0032593727111816405,0.00034432260304040997,0.1,balanced,9.0,0.01,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 9.0, 'gamma': 0.01}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
33,0.00616612434387207,0.00018392775594780022,0.0034742832183837892,0.00035247031865009326,0.1,balanced,9.0,0.001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 9.0, 'gamma': 0.001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
34,0.006435823440551758,0.0005842499580958697,0.003000354766845703,0.000151063381415236,0.1,balanced,9.0,0.0001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 9.0, 'gamma': 0.0001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
35,0.006015872955322266,0.00015165315365848182,0.003000497817993164,5.9629816462205815e-05,0.1,balanced,10.5,1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 10.5, 'gamma': 1}",1.0,0.9444444444444444,0.16666666666666666,0.0,1.0,0.6222222222222222,0.44361032839282505,99,0.42857142857142855,1.0
36,0.006148719787597656,0.0001456454276036631,0.0029745578765869142,0.000200369243436485,0.1,balanced,10.5,0.1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 10.5, 'gamma': 0.1}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
37,0.006207084655761719,0.0001964045658563693,0.0029754638671875,0.00014890212805316382,0.1,balanced,10.5,0.01,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 10.5, 'gamma': 0.01}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
38,0.006264400482177734,0.0003083819634549451,0.0030028820037841797,0.00016989782222400223,0.1,balanced,10.5,0.001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 10.5, 'gamma': 0.001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
39,0.006039714813232422,0.00027775236869680104,0.0030678272247314452,7.28907011662155e-05,0.1,balanced,10.5,0.0001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 10.5, 'gamma': 0.0001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
40,0.006375789642333984,0.0001787912354367271,0.0030234813690185546,0.00014831418669242555,0.1,balanced,12.0,1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 12.0, 'gamma': 1}",1.0,0.0,0.05555555555555555,0.0,0.0,0.2111111111111111,0.3950308629918039,235,0.42857142857142855,1.0
41,0.007073497772216797,0.0020287388039653548,0.0032806873321533205,0.00033235263960058214,0.1,balanced,12.0,0.1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 12.0, 'gamma': 0.1}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
42,0.006030464172363281,0.00022047532219153786,0.003219747543334961,0.00025807617305250016,0.1,balanced,12.0,0.01,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 12.0, 'gamma': 0.01}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,236,0.42857142857142855,1.0
